project_id,project_name,description,state,district,latitude,longitude,category,sanctioned_amount,actual_expenditure,start_date,completion_date,contractor,reported_progress,image_path
MPL-00153,Installation of solar street lights in Anandpur,Installation of solar street lights in Anandpur,Karnataka,Bengaluru,13.049799,77.599094,Electrification,423710.36,380639.17,2020-07-31,2020-11-08,United Construction Co.,85.8,/static/demo_images/electrification_placeholder.jpg
MPL-00445,Building of village community hall at Ramganj,Building of village community hall at Ramganj,Tamil Nadu,Madurai,9.986741,78.126942,Community Hall,1102878.74,1157071.07,2020-10-09,2021-04-21,Metro Construction Co.,86.0,/static/demo_images/community_hall_placeholder.jpg
MPL-00891,Borewell and handpump installation for Ganeshpur,Borewell and handpump installation for Ganeshpur,Bihar,Muzaffarpur,26.22938,85.43841,Drinking Water,593306.5,563383.94,2023-10-31,2024-02-29,Rapid Nation Builders,90.4,/static/demo_images/drinking_water_placeholder.jpg
MPL-00520,Development of sports ground with boundary wall in Mahadevpur,Development of sports ground with boundary wall in Mahadevpur,West Bengal,Durgapur,23.442176,87.214265,Sports Infrastructure,1420840.93,1377156.31,2024-08-09,2025-01-03,National Engineering Works,94.4,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00917,Construction of public toilet complex in Gopalpur,Construction of public toilet complex in Gopalpur,Tamil Nadu,Coimbatore,10.885378,76.880945,Sanitation,446192.79,446186.98,2019-05-01,2019-07-26,Rapid Nation Builders,98.9,/static/demo_images/sanitation_placeholder.jpg
MPL-00380,Construction of Community Hall in Subhaspur,Construction of Community Hall in Subhaspur,Kerala,Kollam,8.851122,76.660606,Community Hall,2363468.85,2049998.58,2022-02-04,2022-07-31,Apex Engineering Works,90.3,/static/demo_images/community_hall_placeholder.jpg
MPL-00237,Overhead water tank construction in Shivnagar,Overhead water tank construction in Shivnagar,Uttar Pradesh,Agra,27.261867,77.995975,Drinking Water,579389.74,591864.19,2023-10-19,2024-02-15,Prime Builders,99.9,/static/demo_images/drinking_water_placeholder.jpg
MPL-00472,Construction of link road connecting Indranagar,Construction of link road connecting Indranagar,Maharashtra,Aurangabad,20.024016,75.254856,Road Construction,1400415.58,1298910.16,2024-11-09,2025-08-12,United Infra Ltd.,85.1,/static/demo_images/road_construction_placeholder.jpg
MPL-00708,Construction of concrete road from Subhaspur to main highway,Construction of concrete road from Subhaspur to main highway,Tamil Nadu,Chennai,13.135915,80.166749,Road Construction,2107791.38,1882962.73,2019-05-22,2023-08-19,Progressive Construction Co.,88.2,/static/demo_images/road_construction_placeholder.jpg
MPL-00521,Installation of solar street lights in Gopalpur,Installation of solar street lights in Gopalpur,West Bengal,Siliguri,26.744413,88.302871,Electrification,951962.11,995141.49,2024-09-09,2024-11-18,Rajdhani Construction Co.,92.0,/static/demo_images/electrification_placeholder.jpg
MPL-00528,Building of village community hall at Fatehpur,Building of village community hall at Fatehpur,Kerala,Kollam,8.999701,76.490042,Community Hall,2185460.65,2071472.88,2021-06-05,2021-12-23,Modern Construction Co.,97.6,/static/demo_images/community_hall_placeholder.jpg
MPL-00252,Renovation of panchayat library building in Subhaspur,Renovation of panchayat library building in Subhaspur,Maharashtra,Nagpur,21.0304,79.160434,Library,542311.66,554100.32,2019-02-20,2019-06-09,Rajdhani Engineering Works,85.7,/static/demo_images/library_placeholder.jpg
MPL-00724,Drainage system construction in Gopalpur,Drainage system construction in Gopalpur,Uttar Pradesh,Agra,27.100738,78.001418,Sanitation,1065027.98,982257.05,2019-04-26,2019-05-05,Bharat Infra Ltd.,88.9,/static/demo_images/sanitation_placeholder.jpg
MPL-00529,Borewell and handpump installation for Tagorepur,Borewell and handpump installation for Tagorepur,West Bengal,Durgapur,23.591254,87.235896,Drinking Water,741836.76,716535.23,2020-09-02,2021-01-18,Rapid Nation Builders,98.5,/static/demo_images/drinking_water_placeholder.jpg
MPL-00820,Borewell and handpump installation for Devipur,Borewell and handpump installation for Devipur,Karnataka,Hubli,15.240212,75.145037,Drinking Water,515899.63,540301.06,2024-06-04,2024-10-04,Shree Balaji Infra Pvt Ltd,85.7,/static/demo_images/drinking_water_placeholder.jpg
MPL-00837,Construction of Primary Health Sub-Centre in Lakshmipur,Construction of Primary Health Sub-Centre in Lakshmipur,Karnataka,Hubli,15.242432,75.244493,Healthcare Facility,2355047.87,2356543.82,2023-09-13,2024-05-27,Shree Balaji Infra Pvt Ltd,92.2,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00189,Construction of Community Hall in Mahadevpur,Construction of Community Hall in Mahadevpur,West Bengal,Siliguri,26.745816,88.535636,Community Hall,1735930.14,1522095.75,2019-11-20,2020-05-18,Cityscape Builders,97.7,/static/demo_images/community_hall_placeholder.jpg
MPL-00937,Construction of public toilet complex in Mahadevpur,Construction of public toilet complex in Mahadevpur,Karnataka,Belagavi,15.767035,74.461498,Sanitation,881947.99,843581.83,2022-11-25,2023-03-02,SuperFast Construction Co.,99.1,/static/demo_images/sanitation_placeholder.jpg
MPL-00819,Construction of village public library in Chandpur,Construction of village public library in Chandpur,Karnataka,Hubli,15.286559,75.022828,Library,635818.09,567392.61,2021-02-07,2021-07-03,Shree Balaji Infra Pvt Ltd,93.3,/static/demo_images/library_placeholder.jpg
MPL-00623,Construction of Community Centre in Lakshmipur,Construction of Community Centre in Lakshmipur,Rajasthan,Ajmer,26.313478,74.614775,Community Hall,1956567.83,1785934.12,2024-01-17,2024-07-07,Vishwakarma Builders,90.1,/static/demo_images/community_hall_placeholder.jpg
MPL-00776,Rural electrification work in Gandhinagar,Rural electrification work in Gandhinagar,Uttar Pradesh,Lucknow,26.734385,80.880068,Electrification,657340.56,648366.08,2020-06-05,2020-09-05,Apex Builders,96.3,/static/demo_images/electrification_placeholder.jpg
MPL-00146,Check dam construction for irrigation in Rampur,Check dam construction for irrigation in Rampur,West Bengal,Kolkata,22.588806,88.324573,Irrigation,2666957.28,2561157.45,2019-12-20,2020-06-02,National Construction Co.,89.6,/static/demo_images/irrigation_placeholder.jpg
MPL-00770,Borewell and handpump installation for Nehrunagar,Borewell and handpump installation for Nehrunagar,Kerala,Thrissur,10.672719,76.263398,Drinking Water,778626.96,679466.25,2021-10-20,2022-02-24,Modern Builders,97.8,/static/demo_images/drinking_water_placeholder.jpg
MPL-00634,Rural electrification work in Narayanpur,Rural electrification work in Narayanpur,Uttar Pradesh,Kanpur,26.502978,80.234314,Electrification,875677.0,832502.43,2019-09-18,2019-12-16,Metro Engineering Works,91.5,/static/demo_images/electrification_placeholder.jpg
MPL-00442,Construction of Community Centre in Rampur,Construction of Community Centre in Rampur,Rajasthan,Jaipur,26.967693,75.743913,Community Hall,1353489.32,1420079.48,2024-08-15,2025-02-13,Vishwakarma Engineering Works,97.2,/static/demo_images/community_hall_placeholder.jpg
MPL-00423,Construction of Primary Health Sub-Centre in Krishnapur,Construction of Primary Health Sub-Centre in Krishnapur,Uttar Pradesh,Meerut,29.122676,77.585536,Healthcare Facility,3312929.83,3168261.51,2021-10-15,2022-06-28,Shree Balaji Infra Pvt Ltd,94.4,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00710,Installation of high-mast lighting in Bhagwanpur,Installation of high-mast lighting in Bhagwanpur,Uttar Pradesh,Lucknow,26.897385,80.86237,Electrification,889371.63,897718.23,2020-11-18,2020-12-03,Sundar Builders,85.7,/static/demo_images/electrification_placeholder.jpg
MPL-00723,Setting up of reading room and library in Krishnapur,Setting up of reading room and library in Krishnapur,West Bengal,Siliguri,26.8426,88.543042,Library,652029.76,675780.54,2021-11-11,2021-11-27,Skyline Construction Co.,92.6,/static/demo_images/library_placeholder.jpg
MPL-00077,Overhead water tank construction in Chandpur,Overhead water tank construction in Chandpur,Rajasthan,Jodhpur,26.230793,73.148329,Drinking Water,784984.92,822415.2,2020-09-15,2021-01-19,Modern Engineering Works,99.5,/static/demo_images/drinking_water_placeholder.jpg
MPL-00317,Construction of school boundary wall in Vijaynagar,Construction of school boundary wall in Vijaynagar,Bihar,Muzaffarpur,26.095427,85.288712,School Infrastructure,2066649.77,2132929.97,2021-08-18,2022-01-05,Shree Construction Co.,85.2,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00115,Renovation of panchayat library building in Ganeshpur,Renovation of panchayat library building in Ganeshpur,Tamil Nadu,Coimbatore,10.889406,77.091188,Library,1105153.89,1041928.71,2022-08-16,2022-11-14,Metro Construction Co.,87.3,/static/demo_images/library_placeholder.jpg
MPL-00600,Installation of irrigation pump sets in Saraswatipur,Installation of irrigation pump sets in Saraswatipur,Karnataka,Bengaluru,12.861653,77.496644,Irrigation,2266738.79,2075235.83,2022-02-28,2022-09-30,Prime Builders,86.3,/static/demo_images/irrigation_placeholder.jpg
MPL-00416,Construction of Community Hall in Narayanpur,Construction of Community Hall in Narayanpur,Karnataka,Hubli,15.360291,75.10525,Community Hall,1342071.89,1327856.07,2021-02-16,2021-09-30,Shree Balaji Infra Pvt Ltd,87.8,/static/demo_images/community_hall_placeholder.jpg
MPL-00439,Drainage system construction in Fatehpur,Drainage system construction in Fatehpur,Uttar Pradesh,Kanpur,26.45794,80.258537,Sanitation,462077.03,411312.88,2024-03-19,2024-06-23,Shree Builders,86.0,/static/demo_images/sanitation_placeholder.jpg
MPL-00505,Repair and widening of village road in Ashoknagar,Repair and widening of village road in Ashoknagar,Rajasthan,Ajmer,26.576709,74.572815,Road Construction,2259363.48,2328676.91,2020-10-25,2021-05-26,National Builders,89.2,/static/demo_images/road_construction_placeholder.jpg
MPL-00856,Construction of village public library in Shivnagar,Construction of village public library in Shivnagar,Uttar Pradesh,Kanpur,26.437638,80.360668,Library,636368.99,576863.79,2021-01-09,2021-05-04,Rapid Nation Builders,86.4,/static/demo_images/library_placeholder.jpg
MPL-00266,Construction of community sanitation block in Lakshmipur,Construction of community sanitation block in Lakshmipur,Karnataka,Belagavi,15.764115,74.403845,Sanitation,615898.19,632333.29,2019-05-22,2019-09-01,Rajdhani Engineering Works,94.7,/static/demo_images/sanitation_placeholder.jpg
MPL-00695,Construction of school boundary wall in Devipur,Construction of school boundary wall in Devipur,Rajasthan,Jaipur,26.987141,75.779631,School Infrastructure,2008485.63,3666321.53,2024-03-04,2024-08-02,Metro Engineering Works,96.9,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00007,Renovation of primary school building in Subhaspur,Renovation of primary school building in Subhaspur,Kerala,Kochi,10.034056,76.3501,School Infrastructure,1492286.53,1278024.1,2021-05-14,2021-10-03,Shree Balaji Infra Pvt Ltd,98.1,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00468,Renovation of panchayat library building in Tagorepur,Renovation of panchayat library building in Tagorepur,West Bengal,Siliguri,26.671751,88.406066,Library,727436.22,718051.32,2022-12-19,2023-04-04,National Construction Co.,99.5,/static/demo_images/library_placeholder.jpg
MPL-00850,Building of village community hall at Vijaynagar,Building of village community hall at Vijaynagar,Karnataka,Hubli,15.46071,75.153984,Community Hall,1402634.91,1461310.1,2023-10-28,2024-04-26,Shree Balaji Infra Pvt Ltd,88.6,/static/demo_images/community_hall_placeholder.jpg
MPL-00679,Overhead water tank construction in Nehrunagar,Overhead water tank construction in Nehrunagar,Maharashtra,Nagpur,21.016063,79.175025,Drinking Water,634891.63,1201077.18,2023-09-21,2024-01-09,Modern Builders,95.9,/static/demo_images/drinking_water_placeholder.jpg
MPL-00938,Installation of high-mast lighting in Narayanpur,Installation of high-mast lighting in Narayanpur,Kerala,Thrissur,10.442563,76.072604,Electrification,795471.77,775033.0,2023-10-18,2024-01-13,SuperFast Construction Co.,96.7,/static/demo_images/electrification_placeholder.jpg
MPL-00250,Construction of open gymnasium in Indranagar,Construction of open gymnasium in Indranagar,Karnataka,Hubli,15.292474,75.085561,Sports Infrastructure,1484754.02,1521415.58,2020-04-28,2020-09-25,Shree Engineering Works,90.0,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00868,Installation of solar street lights in Chandpur,Installation of solar street lights in Chandpur,Rajasthan,Udaipur,24.494537,73.803318,Electrification,659190.58,690865.97,2023-09-22,2023-12-16,Rapid Nation Builders,86.8,/static/demo_images/electrification_placeholder.jpg
MPL-00307,Development of sports ground with boundary wall in Ramganj,Development of sports ground with boundary wall in Ramganj,Karnataka,Belagavi,15.715919,74.603972,Sports Infrastructure,811101.79,721928.71,2024-02-18,2024-06-05,Bharat Infra Ltd.,89.7,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00118,Construction of school boundary wall in Chandpur,Construction of school boundary wall in Chandpur,Kerala,Thiruvananthapuram,8.516789,76.831858,School Infrastructure,1191372.66,1037328.62,2022-11-07,2023-04-25,National Infra Ltd.,92.6,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00867,"Construction of additional classrooms at Government School, Indranagar","Construction of additional classrooms at Government School, Indranagar",Kerala,Thrissur,10.408476,76.147815,School Infrastructure,2174227.87,2232218.93,2023-09-24,2024-02-26,Rapid Nation Builders,95.2,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00546,Installation of solar street lights in Gandhinagar,Installation of solar street lights in Gandhinagar,Rajasthan,Kota,25.283292,75.984852,Electrification,443653.98,425993.0,2022-06-15,2022-08-22,Shree Engineering Works,91.0,/static/demo_images/electrification_placeholder.jpg
MPL-00467,Construction of irrigation canal near Saraswatipur,Construction of irrigation canal near Saraswatipur,Karnataka,Mysuru,12.339496,76.633849,Irrigation,2331680.93,2397927.87,2023-08-23,2024-02-12,Om Engineering Works,97.5,/static/demo_images/irrigation_placeholder.jpg
MPL-00625,Overhead water tank construction in Lakshmipur,Overhead water tank construction in Lakshmipur,Maharashtra,Nashik,19.990636,73.847342,Drinking Water,1175024.42,1225739.37,2023-01-17,2023-04-30,Apex Infra Ltd.,97.1,/static/demo_images/drinking_water_placeholder.jpg
MPL-00119,Overhead water tank construction in Devipur,Overhead water tank construction in Devipur,Tamil Nadu,Coimbatore,10.998127,76.937627,Drinking Water,898198.43,791985.78,2023-08-02,2023-11-19,Metro Engineering Works,95.2,/static/demo_images/drinking_water_placeholder.jpg
MPL-00013,Borewell and handpump installation for Shivnagar,Borewell and handpump installation for Shivnagar,Bihar,Gaya,24.909117,85.0997,Drinking Water,726011.3,625520.47,2019-12-17,2020-05-16,Modern Infra Ltd.,97.2,/static/demo_images/drinking_water_placeholder.jpg
MPL-00814,Installation of high-mast lighting in Mahadevpur,Installation of high-mast lighting in Mahadevpur,Karnataka,Hubli,15.423274,75.060031,Electrification,453532.4,465429.2,2019-05-12,2019-07-18,Shree Balaji Infra Pvt Ltd,94.1,/static/demo_images/electrification_placeholder.jpg
MPL-00456,Borewell and handpump installation for Lakshmipur,Borewell and handpump installation for Lakshmipur,Karnataka,Belagavi,15.869347,74.545559,Drinking Water,600071.79,614331.72,2021-01-02,2021-04-29,Om Infra Ltd.,91.3,/static/demo_images/drinking_water_placeholder.jpg
